SALE_CD,REAL_POWER,EQUIP_ID,MOLD_POS,IN_RADIUS,OUT_RADIUS,MFG_DT,CP,AX,MOLD_IN_TOP,MOLD_IN_BOT,MOLD_OUT_TOP,MOLD_OUT_BOT,variable,y
SALES 22,-3.5,EQUIP21,3,-6.4939,7.1344,2/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.5
SALES 9,-5,EQUIP10,7,-6.4745,7.5682,2/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-5
SALES 9,-5,EQUIP10,8,-6.4802,7.5652,2/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-5
SALES 9,-5.25,EQUIP10,1,-6.4887,7.625,2/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1050,CORE1 A 08. C-10,POWER1,-5.25
SALES 10,-4.5,EQUIP20,1,-6.4929,7.5643,2/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0975,CORE1 A 08. D-09,POWER1,-4.5
SALES 10,-5.25,EQUIP20,8,-6.4937,7.621,2/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1050,CORE1 A 08. C-10,POWER1,-5.25
SALES 23,-2,EQUIP17,7,-6.4867,7.0077,2/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2
SALES 23,-9,EQUIP19,3,-6.3526,8.0625,2/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1500,CORE1 B 02. A-15,POWER1,-9
SALES 20,0,EQUIP7,5,-6.4982,6.5648,2/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.12
SALES 20,0,EQUIP7,7,-6.5001,6.58,2/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 20,-5.75,EQUIP7,5,-6.3603,7.3385,2/21/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.75
SALES 20,-6,EQUIP7,7,-6.3602,7.406,2/21/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6.25
SALES 42,-2.25,EQUIP29,8,-7.33,7.7236,12/21/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2.25
SALES 13,-6.5,EQUIP2,8,-7.3319,8.5541,1/24/2021,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0900,CORE2 C 04. A-09,POWER1,-6.75
SALES 43,0,EQUIP18,1,-6.4802,6.5542,1/25/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 5,0,EQUIP31,4,-6.503,6.5761,12/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,-0.25
SALES 5,0,EQUIP16,8,-6.4597,6.5484,1/21/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 5,0,EQUIP16,4,-6.472,6.5069,1/19/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,-0.12
SALES 62,-1,EQUIP27,1,-7.3236,7.5557,2/12/2021,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-1
SALES 21,-0.5,EQUIP12,6,-6.4763,6.5976,3/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,-0.5
SALES 21,-1,EQUIP12,8,-6.4668,6.6361,9/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. M1+2,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-1
SALES 21,-1,EQUIP38,5,-6.4683,6.7462,1/14/2021,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0250,CORE1 A 8A. C-02,POWER1,-1
SALES 21,-2,EQUIP7,3,-6.4951,6.8435,11/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-1.87
SALES 21,-3.75,EQUIP7,5,-6.4934,7.1262,11/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 21,-4,EQUIP16,6,-6.453,7.0918,9/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-4
SALES 21,-4.25,EQUIP12,7,-6.4575,7.1949,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-4.25
SALES 21,-4.5,EQUIP12,6,-6.3516,7.1334,10/5/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.5
SALES 21,-5.5,EQUIP13,3,-6.3824,7.3162,11/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0925,CORE1 B 02. B-09,POWER1,-5.62
SALES 21,-5.5,EQUIP7,4,-6.3551,7.2718,11/30/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+0,CORE1 B 02. M0900,CORE1 B 02. A-09,POWER1,-5.5
SALES 21,-6.5,EQUIP7,2,-6.3323,7.4388,12/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1050,CORE1 B 02. C-10,POWER1,-6.5
SALES 21,-7,EQUIP7,1,-6.3583,7.5703,12/5/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+0,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-7
SALES 21,-8.5,EQUIP12,4,-6.3519,7.9018,2/28/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+0,CORE1 B 02. M1400,CORE1 B 02. A-14,POWER1,-8.25
SALES 22,0,EQUIP21,6,-6.4992,6.6217,11/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 22,0,EQUIP21,7,-6.5051,6.633,10/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,-0.12
SALES 22,0,EQUIP21,6,-6.4909,6.6027,10/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,-0.25
SALES 22,0,EQUIP21,4,-6.5033,6.5682,10/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 22,-2,EQUIP21,7,-6.5034,6.9151,10/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2
SALES 22,-2.75,EQUIP35,4,-6.485,6.9496,3/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.75
SALES 22,-3,EQUIP7,5,-6.4892,7.008,1/29/2021,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-3
SALES 22,-3,EQUIP6,6,-6.4867,7.2063,10/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-3
SALES 22,-3.5,EQUIP32,3,-6.4751,7.077,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 22,-3.5,EQUIP32,3,-6.4964,7.1103,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 22,-3.5,EQUIP32,3,-6.4964,7.1103,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 22,-3.5,EQUIP32,3,-6.4964,7.1103,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 22,-3.5,EQUIP32,3,-6.4964,7.1103,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 22,-3.75,EQUIP21,5,-6.4949,7.1338,11/9/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0625,CORE1 A 08. B-06,POWER1,-3.75
SALES 22,-4.75,EQUIP35,2,-6.3659,7.1566,11/5/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0800,CORE1 B 02. A-08,POWER1,-4.75
SALES 22,-5,EQUIP12,5,-6.3466,7.1561,9/19/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0800,CORE1 B 02. A-08,POWER1,-5
SALES 22,-5,EQUIP12,7,-6.3479,7.1978,9/19/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-5
SALES 22,-5,EQUIP6,4,-6.4644,7.5853,11/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1025,CORE1 A 08. B-10,POWER1,-5
SALES 22,-5,EQUIP6,8,-6.4804,7.6036,10/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1050,CORE1 A 08. C-10,POWER1,-5
SALES 22,-5,EQUIP6,4,-6.4641,7.5727,11/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-5
SALES 22,-5.25,EQUIP6,7,-6.4727,7.6353,11/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M1075,CORE1 A 08. D-10,POWER1,-5.25
SALES 22,-5.5,EQUIP6,6,-6.4746,7.7407,10/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1150,CORE1 A 08. C-11,POWER1,-5.5
SALES 22,-5.5,EQUIP6,5,-6.4766,7.7124,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1125,CORE1 A 08. B-11,POWER1,-5.75
SALES 22,-5.75,EQUIP35,4,-6.3708,7.3385,11/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.75
SALES 22,-6,EQUIP6,8,-6.4756,7.868,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.12
SALES 22,-6,EQUIP6,8,-6.4756,7.868,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.12
SALES 22,-6,EQUIP6,8,-6.4756,7.868,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.12
SALES 22,-6,EQUIP6,8,-6.4756,7.868,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.12
SALES 22,-6.5,EQUIP6,7,-6.4738,7.939,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1300,CORE1 A 08. A-13,POWER1,-6.5
SALES 22,-6.5,EQUIP35,8,-6.3628,7.4196,11/5/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M1025,CORE1 B 02. B-10,POWER1,-6.25
SALES 22,-7.5,EQUIP18,1,-6.3523,7.6534,9/23/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.5
SALES 22,-10,EQUIP19,8,-6.3495,8.2524,10/31/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1650,CORE1 B 02. C-16,POWER1,-10
SALES 9,0,EQUIP10,4,-6.4716,6.5974,11/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 9,-1.25,EQUIP6,1,-6.476,6.8416,11/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.25
SALES 9,-1.5,EQUIP6,8,-6.4879,6.9538,11/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-1.5
SALES 9,-1.75,EQUIP18,1,-6.4659,6.726,11/11/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0225,CORE1 A 8A. B-02,POWER1,-1.87
SALES 9,-1.75,EQUIP9,5,-6.4869,6.9448,12/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0425,CORE1 A 08. B-04,POWER1,-1.62
SALES 9,-2.5,EQUIP32,2,-6.4654,6.9359,10/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.62
SALES 9,-2.5,EQUIP9,5,-6.4719,7.0453,12/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P5+2,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-2.5
SALES 9,-2.5,EQUIP32,5,-6.4854,6.9011,10/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.62
SALES 9,-2.5,EQUIP32,5,-6.4849,6.898,10/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.5
SALES 9,-2.5,EQUIP9,6,-6.4866,7.0823,12/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-2.5
SALES 9,-2.75,EQUIP32,4,-6.4835,6.9309,10/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0425,CORE1 A 08. B-04,POWER1,-2.75
SALES 9,-2.75,EQUIP10,3,-6.4832,7.1474,11/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-2.75
SALES 9,-3,EQUIP38,1,-6.4665,7.1227,1/29/2021,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3
SALES 9,-3,EQUIP19,3,-6.5067,7.0572,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3
SALES 9,-3,EQUIP19,3,-6.5067,7.0572,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3
SALES 9,-3,EQUIP19,3,-6.5067,7.0572,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3
SALES 9,-3,EQUIP19,3,-6.5067,7.0572,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3
SALES 9,-3,EQUIP19,3,-6.5118,7.053,11/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3.12
SALES 9,-3,EQUIP9,8,-6.4812,7.1722,12/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3
SALES 9,-3.5,EQUIP38,6,-6.4807,7.2135,1/29/2021,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0650,CORE1 A 08. A-07,POWER1,-3.25
SALES 9,-3.5,EQUIP19,7,-6.4886,7.126,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.62
SALES 9,-3.5,EQUIP36,6,-6.4703,7.1696,2/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3.5
SALES 9,-3.75,EQUIP19,7,-6.4858,7.1453,11/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.62
SALES 9,-3.75,EQUIP5,5,-6.4958,7.3464,12/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0800,CORE1 A 08. A-08,POWER1,-3.62
SALES 9,-3.75,EQUIP16,6,-6.3586,7.0195,11/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M0675,CORE1 B 02. D-06,POWER1,-3.75
SALES 9,-4.5,EQUIP36,8,-6.4915,6.5654,9/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0750,CORE1 B 02. C-07,POWER1,-4.5
SALES 9,-4.5,EQUIP38,3,-6.4697,7.4265,1/26/2021,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-4.5
SALES 9,-4.5,EQUIP16,1,-6.3499,7.0635,11/10/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0700,CORE1 B 02. A-07,POWER1,-4.5
SALES 9,-4.75,EQUIP8,2,-6.4777,7.6016,12/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1025,CORE1 A 08. B-10,POWER1,-4.75
SALES 9,-4.75,EQUIP8,2,-6.4777,7.6016,12/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1025,CORE1 A 08. B-10,POWER1,-4.75
SALES 9,-4.75,EQUIP16,7,-6.3446,7.1328,11/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.62
SALES 9,-5,EQUIP36,7,-6.3567,7.5082,8/14/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1100,CORE1 B 02. A-11,POWER1,-6.75
SALES 9,-5,EQUIP32,6,-6.3663,7.1944,10/29/2020,,,CORE1 B 02. 0550,CORE1 B 01. P5+3,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.87
SALES 9,-5.5,EQUIP21,4,-7.328,7.7414,12/26/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0850,CORE1 B 02. C-08,POWER1,-5.5
SALES 9,-5.5,EQUIP8,5,-6.4707,7.7221,12/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1125,CORE1 A 08. B-11,POWER1,-5.5
SALES 9,-5.5,EQUIP36,4,-6.4839,6.5543,8/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0925,CORE1 B 02. B-09,POWER1,-5.75
SALES 9,-5.5,EQUIP10,2,-6.4759,7.7165,11/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1125,CORE1 A 08. B-11,POWER1,-5.5
SALES 9,-5.75,EQUIP32,2,-6.3644,7.3519,11/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-5.75
SALES 9,-5.75,EQUIP19,1,-6.3366,7.308,11/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0925,CORE1 B 02. B-09,POWER1,-5.62
SALES 9,-6.5,EQUIP6,2,-6.4771,7.8601,11/2/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.25
SALES 9,-7.5,EQUIP10,8,-6.4733,8.2135,11/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.75
SALES 9,-8,EQUIP10,6,-6.4776,8.2752,11/18/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1550,CORE1 A 08. C-15,POWER1,-8.12
SALES 9,-10,EQUIP6,5,-6.4847,8.7363,11/2/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1850,CORE1 A 08. C-18,POWER1,-10
SALES 10,-2.25,EQUIP32,2,-6.4774,6.8762,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.37
SALES 10,-2.25,EQUIP32,2,-6.4774,6.8762,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.37
SALES 10,-2.25,EQUIP32,2,-6.4774,6.8762,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.37
SALES 10,-2.25,EQUIP32,2,-6.4774,6.8762,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.37
SALES 10,-2.5,EQUIP36,4,-7.3497,7.4252,9/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.62
SALES 10,-2.75,EQUIP21,5,-6.49,6.9715,2/6/2021,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.75
SALES 10,-5,EQUIP36,6,-6.4793,6.6288,9/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0850,CORE1 B 02. C-08,POWER1,-5
SALES 10,-5.5,EQUIP36,7,-6.3693,7.2738,9/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0900,CORE1 B 02. A-09,POWER1,-5.25
SALES 10,-6,EQUIP36,5,-6.3448,7.4167,9/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6.12
SALES 23,0,EQUIP18,6,-6.4546,6.4932,2/27/2021,,,CORE1 A 02. 0570,CORE1 A 01. M3+0,CORE1 A 05. P0025,CORE1 A 8A. B+00,POWER1,0
SALES 23,0,EQUIP12,1,-6.4742,6.5346,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 23,0,EQUIP35,8,-6.4791,6.5787,3/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0.12
SALES 23,-1.5,EQUIP35,5,-6.4731,6.7511,3/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0250,CORE1 A 8A. C-02,POWER1,-1.5
SALES 23,-1.5,EQUIP35,8,-6.4855,6.8068,3/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-1.5
SALES 23,-2,EQUIP18,1,-6.4735,6.8044,9/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-2
SALES 23,-2.5,EQUIP18,7,-6.459,6.9,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.37
SALES 23,-2.75,EQUIP18,2,-6.4617,6.9473,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.75
SALES 23,-3,EQUIP35,6,-6.4871,7.0171,3/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3
SALES 23,-3.25,EQUIP35,5,-6.4844,7.0065,3/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3.25
SALES 23,-3.5,EQUIP35,2,-6.4798,7.0916,3/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.62
SALES 23,-3.75,EQUIP15,8,-6.4806,7.3736,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0825,CORE1 A 08. B-08,POWER1,-3.75
SALES 23,-4,EQUIP18,8,-6.3713,7.2346,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-4
SALES 23,-6,EQUIP15,6,-6.48,7.8348,10/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1225,CORE1 A 08. B-12,POWER1,-6
SALES 35,-1,EQUIP27,1,-7.3265,7.5549,9/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-0.87
SALES 35,-3,EQUIP27,3,-7.331,7.8797,9/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+1,CORE2 C 04. M0400,CORE2 C 04. A-04,POWER1,-3
SALES 35,-3.25,EQUIP36,5,-7.3392,7.9105,11/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0450,CORE2 C 04. C-04,POWER1,-3.12
SALES 35,-3.5,EQUIP36,5,-7.3324,0,11/20/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0475,CORE2 C 04. D-04,POWER1,-3.5
SALES 35,-3.5,EQUIP36,8,-7.3457,7.9483,11/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0475,CORE2 C 04. D-04,POWER1,-3.37
SALES 35,-3.75,EQUIP27,3,-7.3182,8.0254,9/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0525,CORE2 C 04. B-05,POWER1,-3.87
