date,store,item,sales
2015-07-06,9,31,72
2015-07-06,6,48,33
2015-07-07,9,36,101
2015-07-07,4,15,103
2015-07-07,2,21,62
2015-07-07,3,18,124
2015-07-07,5,24,60
2015-07-07,3,32,57
2015-07-07,1,42,47
2015-07-07,1,31,68
2015-07-07,3,48,62
2015-07-07,10,1,26
2015-07-07,5,39,39
2015-07-08,5,38,64
2015-07-08,5,27,16
2015-07-08,6,7,48
2015-07-08,7,32,33
2015-07-08,9,10,79
2015-07-09,6,38,96
2015-07-09,3,49,48
2015-07-09,2,34,42
2015-07-09,5,44,26
2015-07-09,1,25,100
2015-07-09,6,23,34
2015-07-09,2,11,110
2015-07-09,10,38,98
2015-07-09,6,43,52
2015-07-09,1,11,86
2015-07-09,3,39,68
2015-07-10,5,13,101
2015-07-11,1,11,109
2015-07-12,4,31,105
2015-07-12,9,11,122
2015-07-13,3,30,47
2015-07-13,10,19,38
2015-07-13,5,17,27
2015-07-13,6,18,69
2015-07-13,10,25,84
2015-07-13,6,7,51
2015-07-13,5,19,31
2015-07-14,4,40,30
2015-07-14,1,46,71
2015-07-14,5,4,17
2015-07-15,3,35,96
2015-07-15,1,50,70
2015-07-15,6,41,24
2015-07-15,9,17,41
2015-07-16,6,44,29
2015-07-16,6,25,84
2015-07-16,9,20,54
2015-07-16,4,33,105
2015-07-16,8,8,110
2015-07-16,9,29,93
2015-07-16,2,24,103
2015-07-17,7,46,56
2015-07-17,2,11,129
2015-07-17,5,50,67
2015-07-18,8,12,123
2015-07-18,8,30,68
2015-07-18,10,18,135
2015-07-18,8,41,31
2015-07-18,9,22,133
2015-07-19,1,48,89
2015-07-19,10,6,104
2015-07-19,6,43,58
2015-07-19,5,33,89
2015-07-19,10,43,78
2015-07-19,6,14,67
2015-07-19,4,10,121
2015-07-19,3,47,40
2015-07-20,4,46,69
2015-07-20,9,39,40
2015-07-20,10,44,31
2015-07-20,9,14,57
2015-07-21,8,3,61
2015-07-21,7,22,61
2015-07-21,2,1,37
2015-07-21,9,24,82
2015-07-21,2,37,47
2015-07-22,7,45,69
2015-07-22,3,11,89
2015-07-22,9,23,31
2015-07-22,2,24,119
2015-07-22,8,1,22
2015-07-23,10,10,104
2015-07-23,4,4,25
2015-07-23,8,49,61
2015-07-23,2,28,143
2015-07-24,7,23,31
2015-07-24,7,10,68
2015-07-24,10,25,118
2015-07-24,2,19,76
2015-07-24,8,34,36
2015-07-24,5,11,64
2015-07-24,6,13,102
2015-07-25,7,46,56
2015-07-25,5,25,90
2015-07-25,2,33,128
2015-07-26,4,9,89
2015-07-26,2,27,34
2015-07-26,3,31,91
2015-07-26,8,3,62
2015-07-27,6,19,28
2015-07-27,8,15,114
2015-07-27,6,20,30
2015-07-27,5,8,49
2015-07-27,2,28,120
2015-07-27,7,44,22
2015-07-27,9,14,69
2015-07-28,8,44,30
2015-07-28,7,32,37
2015-07-28,5,11,66
2015-07-29,1,4,29
2015-07-29,9,20,52
2015-07-29,7,6,49
2015-07-29,2,33,103
2015-07-29,4,37,23
2015-07-29,10,50,90
2015-07-29,5,14,44
2015-07-30,4,23,39
2015-07-30,2,37,41
2015-07-30,3,43,61
2015-07-30,9,9,65
2015-07-30,7,37,26
2015-07-31,5,2,60
2015-07-31,4,36,120
2015-08-01,6,46,57
2015-08-01,3,33,113
2015-08-01,7,3,37
2015-08-01,6,18,71
2015-08-01,4,20,69
2015-08-02,6,21,49
2015-08-02,4,11,96
2015-08-02,6,31,64
2015-08-02,7,1,14
2015-08-02,7,8,64
2015-08-02,8,4,41
2015-08-03,6,45,57
2015-08-03,6,18,43
2015-08-03,7,26,33
2015-08-03,6,11,63
2015-08-04,7,49,21
2015-08-04,5,11,53
2015-08-04,8,25,118
2015-08-04,4,48,42
2015-08-04,6,50,52
2015-08-05,1,46,53
2015-08-05,10,28,119
2015-08-05,4,11,84
2015-08-05,8,36,99
2015-08-05,1,18,75
2015-08-05,8,47,24
2015-08-06,3,15,92
2015-08-06,3,8,115
2015-08-06,7,10,46
2015-08-06,1,44,37
2015-08-06,7,31,45
2015-08-06,10,42,68
2015-08-06,5,49,26
2015-08-07,1,12,60
2015-08-07,10,42,46
2015-08-07,4,27,12
2015-08-07,4,3,54
2015-08-07,6,27,22
2015-08-07,3,1,29
2015-08-07,3,30,58
2015-08-07,2,1,31
2015-08-08,5,30,41
2015-08-08,5,43,49
2015-08-08,1,37,38
2015-08-08,6,42,39
2015-08-09,10,3,59
2015-08-09,7,7,56
2015-08-09,8,10,120
2015-08-09,5,42,35
2015-08-09,8,23,45
2015-08-09,5,44,26
2015-08-10,2,42,47
2015-08-10,7,9,35
2015-08-10,6,28,63
2015-08-10,7,12,42
2015-08-10,9,22,78
2015-08-11,10,27,22
2015-08-11,6,25,63
2015-08-11,9,49,29
2015-08-11,8,34,35
2015-08-11,2,10,112
2015-08-11,5,39,38
2015-08-11,5,28,74
2015-08-11,1,17,28
2015-08-11,4,20,55
2015-08-12,4,15,109
2015-08-12,5,46,38
2015-08-12,6,28,66
2015-08-12,7,15,60
2015-08-12,5,42,33
2015-08-12,5,19,32
2015-08-12,1,30,49
2015-08-12,9,7,64
2015-08-12,9,19,49
2015-08-13,4,20,53
2015-08-13,1,49,39
2015-08-13,2,17,55
2015-08-13,9,37,38
2015-08-13,7,10,69
2015-08-13,8,39,68
2015-08-13,7,14,44
2015-08-13,1,48,39
2015-08-13,3,28,109
2015-08-13,3,24,65
2015-08-13,2,15,141
2015-08-13,6,29,43
2015-08-14,1,34,39
2015-08-14,2,16,46
2015-08-14,7,28,77
2015-08-14,10,40,35
2015-08-14,2,50,115
2015-08-15,8,22,118
2015-08-15,5,34,29
2015-08-16,7,18,81
2015-08-16,1,2,66
2015-08-16,9,4,26
2015-08-16,7,3,35
2015-08-16,3,34,39
2015-08-16,1,47,20
2015-08-17,9,46,57
2015-08-17,2,18,88
2015-08-17,1,1,14
2015-08-17,1,50,49
2015-08-18,1,23,22
2015-08-18,1,43,39
2015-08-18,2,30,67
2015-08-18,5,41,14
2015-08-18,6,45,57
2015-08-18,8,5,24
2015-08-18,5,37,28
2015-08-19,7,5,15
2015-08-20,9,3,48
2015-08-20,9,9,62
2015-08-20,1,10,88
2015-08-20,8,15,107
2015-08-20,9,17,46
2015-08-21,7,9,51
2015-08-21,3,41,32
2015-08-21,4,31,77
2015-08-21,2,31,96
2015-08-21,3,11,97
2015-08-21,3,31,75
2015-08-21,6,7,49
2015-08-22,6,19,40
2015-08-22,7,3,33
2015-08-22,2,50,117
2015-08-22,6,16,26
2015-08-22,4,31,76
2015-08-22,8,30,68
2015-08-22,3,11,104
2015-08-23,7,43,45
2015-08-23,5,30,51
2015-08-23,1,34,41
2015-08-23,8,33,99
2015-08-23,7,48,44
2015-08-24,8,33,77
2015-08-24,2,29,82
2015-08-24,8,14,72
2015-08-25,10,30,47
2015-08-25,9,2,62
2015-08-26,9,36,80
2015-08-26,4,19,51
2015-08-26,6,36,72
2015-08-26,7,2,42
2015-08-26,7,33,45
2015-08-27,4,31,75
2015-08-27,6,40,26
2015-08-27,2,5,24
2015-08-27,2,25,109
2015-08-27,1,18,88
2015-08-27,1,23,38
2015-08-27,8,20,66
2015-08-28,4,48,66
2015-08-28,2,22,117
2015-08-28,2,15,139
2015-08-28,10,14,67
2015-08-29,10,11,101
2015-08-29,9,35,91
2015-08-29,9,50,88
2015-08-29,4,34,30
2015-08-29,10,21,55
2015-08-29,6,6,53
2015-08-30,3,3,55
2015-08-30,8,3,68
2015-08-30,7,9,44
2015-08-30,3,14,81
2015-08-31,1,50,39
2015-08-31,4,27,18
2015-08-31,6,6,44
2015-08-31,2,10,84
2015-08-31,7,8,53
2015-09-01,7,38,47
2015-09-01,5,6,54
2015-09-01,9,50,58
2015-09-01,9,31,52
2015-09-01,8,31,74
2015-09-02,10,28,113
2015-09-02,2,6,67
2015-09-02,8,46,74
2015-09-02,2,13,90
2015-09-02,9,19,24
2015-09-02,7,13,64
2015-09-02,8,24,81
2015-09-02,9,6,74
2015-09-03,5,44,21
2015-09-03,1,36,86
2015-09-03,3,7,64
2015-09-03,10,35,81
2015-09-03,7,8,59
2015-09-03,6,38,58
2015-09-04,2,17,53
2015-09-04,9,21,61
2015-09-04,1,37,33
2015-09-04,8,24,90
2015-09-04,5,45,65
2015-09-04,1,45,77
2015-09-05,7,49,21
2015-09-05,6,31,50
2015-09-05,4,28,104
2015-09-05,6,16,18
2015-09-05,1,24,66
2015-09-05,3,16,37
2015-09-05,6,46,68
2015-09-05,5,15,78
2015-09-05,1,2,65
2015-09-05,5,8,57
2015-09-05,1,17,25
2015-09-06,7,19,40
2015-09-06,6,21,40
2015-09-06,2,16,35
2015-09-06,1,22,89
2015-09-07,5,10,40
2015-09-07,5,49,18
2015-09-07,5,22,49
2015-09-07,6,10,49
2015-09-07,7,1,10
2015-09-07,3,11,62
2015-09-08,10,1,24
2015-09-08,2,13,91
2015-09-08,2,47,37
2015-09-08,1,8,83
2015-09-08,5,28,66
2015-09-08,7,32,27
2015-09-08,6,50,49
2015-09-08,8,26,43
2015-09-08,9,21,42
2015-09-08,4,40,23
2015-09-08,2,48,69
2015-09-09,2,45,109
2015-09-09,4,13,82
2015-09-09,10,35,73
2015-09-09,2,3,45
2015-09-09,9,13,87
2015-09-09,7,15,49
2015-09-09,7,27,16
2015-09-09,10,45,97
2015-09-10,4,36,101
2015-09-10,2,29,90
2015-09-10,10,48,53
2015-09-10,4,12,59
2015-09-10,2,45,113
2015-09-11,1,17,37
2015-09-11,7,35,51
2015-09-11,5,9,41
2015-09-11,10,6,81
2015-09-11,9,49,45
2015-09-11,6,16,25
2015-09-11,9,21,45
2015-09-11,9,20,62
2015-09-11,7,36,57
2015-09-12,8,7,81
2015-09-12,7,24,41
2015-09-12,10,47,23
2015-09-12,6,49,22
2015-09-13,8,24,103
2015-09-13,7,38,63
2015-09-13,10,12,88
2015-09-13,4,8,103
2015-09-13,5,8,85
2015-09-13,3,11,101
2015-09-14,9,36,75
2015-09-14,2,31,63
2015-09-14,9,38,79
2015-09-15,4,5,23
2015-09-15,6,20,48
2015-09-15,1,11,63
2015-09-15,1,48,43
2015-09-16,4,2,59
2015-09-16,8,25,89
2015-09-16,4,35,61
2015-09-16,3,22,91
2015-09-16,8,20,60
2015-09-16,3,26,51
2015-09-17,5,2,41
2015-09-17,10,8,76
2015-09-17,5,22,65
2015-09-17,4,12,68
2015-09-17,7,22,63
2015-09-17,5,43,38
2015-09-18,4,7,59
2015-09-18,9,16,34
2015-09-18,3,13,90
2015-09-18,10,40,39
2015-09-18,7,5,19
2015-09-19,8,28,127
2015-09-19,1,12,79
2015-09-19,6,7,70
2015-09-19,7,14,38
2015-09-19,7,16,19
2015-09-19,8,22,117
2015-09-19,9,33,89
2015-09-19,5,22,68
2015-09-19,2,9,82
2015-09-19,8,14,85
2015-09-20,10,2,76
2015-09-20,7,35,64
2015-09-20,9,50,77
2015-09-20,2,1,35
2015-09-20,9,38,107
2015-09-20,6,43,43
2015-09-20,2,8,131
2015-09-21,5,16,14
2015-09-21,9,18,79
2015-09-21,10,46,44
2015-09-22,5,1,14
2015-09-22,7,11,53
2015-09-22,1,26,49
2015-09-22,10,17,38
2015-09-22,7,5,8
2015-09-22,4,18,82
2015-09-23,5,35,42
2015-09-23,9,11,73
2015-09-23,2,15,97
2015-09-24,10,18,103
2015-09-24,4,45,105
2015-09-24,7,24,52
2015-09-24,7,38,38
2015-09-24,4,30,43
2015-09-24,4,31,58
2015-09-24,10,32,65
2015-09-24,9,12,71
2015-09-24,1,14,66
2015-09-25,5,38,69
2015-09-25,6,32,36
2015-09-25,8,7,71
2015-09-25,2,50,95
2015-09-25,6,27,14
2015-09-26,5,33,77
2015-09-26,6,30,29
2015-09-27,6,6,58
2015-09-27,8,44,37
2015-09-27,3,15,120
2015-09-27,10,36,100
2015-09-27,3,17,44
2015-09-27,1,5,26
2015-09-27,9,36,116
2015-09-28,7,37,12
2015-09-28,9,5,17
2015-09-28,10,6,62
2015-09-28,6,29,41
2015-09-28,7,34,13
2015-09-28,1,41,10
2015-09-29,10,10,74
2015-09-29,2,8,118
2015-09-29,6,41,13
2015-09-29,5,48,37
2015-09-29,1,23,24
2015-09-30,10,38,70
2015-09-30,8,42,48
2015-09-30,8,28,101
2015-09-30,2,23,50
2015-09-30,10,28,89
2015-10-01,8,6,72
2015-10-01,2,48,65
2015-10-01,9,4,15
2015-10-01,5,25,67
2015-10-01,9,49,23
2015-10-01,9,48,45
2015-10-01,10,16,29
2015-10-01,7,50,46
2015-10-01,8,30,44
2015-10-02,1,1,12
2015-10-02,5,35,47
2015-10-02,4,6,63
2015-10-02,3,8,98
2015-10-03,3,39,40
2015-10-03,1,15,83
2015-10-03,5,17,29
2015-10-03,3,18,109
2015-10-04,1,26,58
2015-10-04,1,7,64
2015-10-04,9,42,52
2015-10-04,3,5,17
2015-10-04,6,20,43
2015-10-04,8,7,78
2015-10-04,9,9,64
2015-10-05,7,50,37
2015-10-05,6,29,43
2015-10-05,4,11,65
2015-10-05,4,29,50
2015-10-05,6,22,33
2015-10-05,1,42,30
2015-10-05,4,2,49
2015-10-05,4,12,45
2015-10-06,1,25,51
2015-10-07,10,50,67
2015-10-07,3,4,26
2015-10-07,10,6,54
2015-10-07,8,43,56
2015-10-08,8,31,75
2015-10-08,5,41,16
2015-10-08,1,17,18
2015-10-09,4,9,66
2015-10-09,5,25,51
2015-10-09,1,2,56
2015-10-09,1,47,16
2015-10-09,2,46,80
2015-10-09,10,47,23
2015-10-10,1,21,46
2015-10-10,2,32,54
2015-10-10,9,32,47
2015-10-10,2,36,96
2015-10-11,4,29,99
2015-10-11,3,10,86
2015-10-11,7,18,66
2015-10-11,2,21,56
2015-10-12,6,37,17
2015-10-12,1,43,28
2015-10-12,9,3,20
2015-10-13,3,14,57
2015-10-13,8,16,30
2015-10-13,5,21,22
2015-10-13,10,13,102
2015-10-13,5,2,52
2015-10-13,8,45,97
2015-10-14,7,48,26
2015-10-14,6,8,39
2015-10-14,3,38,74
2015-10-14,6,33,50
2015-10-14,5,15,64
2015-10-15,4,25,97
2015-10-15,1,9,50
2015-10-15,5,50,54
2015-10-15,6,17,33
2015-10-15,9,33,66
2015-10-15,2,36,98
2015-10-16,2,14,85
2015-10-16,4,37,20
2015-10-16,9,49,18
2015-10-16,4,38,96
2015-10-16,6,47,10
2015-10-17,3,22,90
2015-10-17,8,13,117
2015-10-17,5,35,54
2015-10-17,8,17,40
2015-10-17,10,27,24
2015-10-18,8,16,41
2015-10-18,4,45,87
2015-10-18,8,14,97
2015-10-18,8,48,74
2015-10-18,4,40,38
2015-10-19,2,36,89
2015-10-19,3,31,56
2015-10-20,7,5,13
2015-10-20,9,12,71
2015-10-20,7,48,40
2015-10-20,7,39,29
2015-10-20,1,37,14
2015-10-20,6,50,46
2015-10-21,3,19,39
2015-10-21,9,13,84
2015-10-21,7,48,38
2015-10-21,9,48,50
2015-10-21,6,43,40
2015-10-21,9,7,52
2015-10-21,5,16,14
2015-10-21,1,43,35
2015-10-22,9,9,46
2015-10-22,2,4,24
2015-10-22,9,21,44
2015-10-22,5,28,67
2015-10-22,10,20,49
2015-10-22,8,13,105
2015-10-22,7,17,16
2015-10-22,2,12,88
2015-10-22,7,21,28
2015-10-23,2,30,59
2015-10-23,8,12,79
2015-10-23,10,32,57
2015-10-23,4,45,77
2015-10-23,6,31,42
2015-10-23,6,34,17
2015-10-24,4,40,31
2015-10-24,9,23,37
2015-10-24,10,43,69
2015-10-24,8,24,85
2015-10-24,7,17,20
2015-10-25,6,14,46
2015-10-25,4,23,35
2015-10-25,1,16,27
2015-10-25,1,32,41
2015-10-25,3,4,28
2015-10-25,2,28,142
2015-10-25,1,26,62
2015-10-26,5,14,40
2015-10-26,8,2,55
2015-10-26,2,31,46
2015-10-26,7,16,11
2015-10-26,1,29,36
2015-10-27,4,35,60
2015-10-27,9,20,48
2015-10-27,8,13,89
2015-10-27,9,34,21
2015-10-27,5,31,32
2015-10-27,4,41,25
2015-10-28,6,49,22
2015-10-28,8,16,37
2015-10-29,7,34,23
2015-10-29,6,31,37
2015-10-29,7,10,49
2015-10-29,2,24,85
2015-10-29,2,43,55
2015-10-29,5,38,48
2015-10-29,3,25,97
2015-10-29,3,44,36
2015-10-29,4,44,30
2015-10-30,1,43,63
2015-10-30,5,9,45
2015-10-31,2,21,55
2015-10-31,4,31,69
2015-11-01,5,44,36
2015-11-01,4,34,44
2015-11-01,5,3,37
2015-11-02,5,17,18
2015-11-02,8,6,63
2015-11-02,7,9,36
2015-11-02,9,12,55
2015-11-02,2,39,50
2015-11-03,2,9,76
2015-11-03,8,27,34
2015-11-03,10,28,86
2015-11-03,8,47,28
2015-11-03,5,22,63
2015-11-03,6,5,14
2015-11-04,3,21,33
2015-11-04,9,29,64
2015-11-04,10,22,81
2015-11-04,8,26,68
2015-11-04,4,9,55
2015-11-04,2,39,62
2015-11-05,7,5,13
2015-11-05,10,50,66
2015-11-05,10,16,33
2015-11-05,7,50,56
2015-11-05,1,3,37
2015-11-06,4,20,43
2015-11-06,1,1,24
2015-11-06,8,29,92
2015-11-06,7,10,56
2015-11-06,5,41,22
2015-11-07,6,11,49
2015-11-07,8,15,124
2015-11-07,5,48,46
2015-11-07,8,27,37
2015-11-07,7,50,49
2015-11-08,9,13,100
2015-11-08,5,50,68
2015-11-08,2,20,89
2015-11-08,9,24,97
2015-11-09,9,33,63
2015-11-09,3,44,20
2015-11-09,5,1,11
2015-11-10,4,41,21
2015-11-10,1,36,67
2015-11-10,3,48,40
2015-11-10,8,37,36
2015-11-10,3,25,108
2015-11-11,2,35,94
2015-11-11,10,19,45
2015-11-11,3,12,85
2015-11-11,4,32,41
2015-11-11,9,17,21
2015-11-12,3,29,83
2015-11-12,10,38,81
2015-11-12,8,19,45
2015-11-12,3,5,27
2015-11-12,8,2,78
2015-11-13,8,22,113
2015-11-13,6,35,64
2015-11-13,5,48,53
2015-11-13,4,23,35
2015-11-13,1,26,43
2015-11-13,4,47,30
2015-11-13,9,6,79
2015-11-14,1,45,81
2015-11-14,10,6,82
2015-11-14,8,29,106
2015-11-14,6,43,59
2015-11-14,10,10,90
2015-11-15,1,49,33
2015-11-15,4,30,53
2015-11-15,5,28,83
2015-11-15,8,20,82
2015-11-15,5,18,75
2015-11-15,6,47,19
2015-11-15,2,45,135
2015-11-15,2,40,40
2015-11-15,1,36,83
2015-11-15,6,17,29
2015-11-15,9,20,70
2015-11-15,3,19,60
2015-11-15,8,18,131
2015-11-16,4,1,27
2015-11-16,7,10,44
2015-11-16,5,35,48
2015-11-16,2,32,55
2015-11-16,1,33,56
2015-11-16,6,31,37
2015-11-16,4,13,71
2015-11-17,9,1,22
2015-11-17,4,12,62
2015-11-17,10,38,80
2015-11-17,6,32,37
2015-11-17,6,27,22
2015-11-17,1,31,59
2015-11-17,2,39,40
2015-11-17,10,36,85
2015-11-18,6,21,21
2015-11-18,9,5,24
2015-11-18,5,43,31
2015-11-18,8,48,63
2015-11-18,6,27,20
2015-11-18,2,15,106
2015-11-18,7,12,38
2015-11-18,1,48,34
2015-11-18,6,45,55
2015-11-19,3,1,22
2015-11-19,6,14,45
2015-11-19,4,25,93
2015-11-19,5,7,37
2015-11-19,1,40,35
2015-11-19,7,42,20
2015-11-20,2,49,34
2015-11-20,4,1,26
2015-11-20,10,32,60
2015-11-21,10,8,120
2015-11-21,9,1,27
2015-11-21,3,3,48
2015-11-21,1,27,22
2015-11-21,2,32,70
2015-11-22,7,27,14
2015-11-22,5,6,55
2015-11-22,5,28,86
2015-11-22,1,23,36
2015-11-22,6,19,49
2015-11-22,8,20,70
2015-11-22,5,42,33
2015-11-22,2,42,46
2015-11-22,5,39,45
2015-11-23,9,31,48
2015-11-23,9,46,45
2015-11-23,9,41,16
2015-11-24,10,28,90
2015-11-24,6,39,36
2015-11-24,6,3,27
2015-11-24,2,42,47
2015-11-24,10,30,44
2015-11-24,4,24,70
2015-11-25,3,43,57
2015-11-25,1,50,73
2015-11-25,5,36,52
2015-11-26,9,15,84
2015-11-26,2,33,80
2015-11-26,7,37,27
2015-11-26,9,29,72
2015-11-26,9,24,64
2015-11-26,10,25,98
2015-11-26,3,33,90
2015-11-26,10,48,47
2015-11-27,2,48,78
2015-11-27,5,49,14
2015-11-27,3,42,47
2015-11-27,9,20,47
2015-11-27,1,9,54
2015-11-27,7,20,38
2015-11-27,7,3,34
2015-11-27,1,7,59
2015-11-28,6,7,46
2015-11-28,9,32,52
2015-11-28,10,30,47
2015-11-28,7,35,49
2015-11-28,1,26,51
2015-11-28,2,22,123
2015-11-29,4,4,31
2015-11-29,5,37,20
2015-11-29,5,49,22
2015-11-29,9,47,41
2015-11-29,5,12,71
2015-11-29,5,42,41
2015-11-29,9,6,70
2015-11-29,1,32,43
2015-11-29,10,24,94
2015-11-30,1,28,55
2015-11-30,7,49,20
2015-11-30,9,7,53
2015-11-30,6,7,43
2015-11-30,8,30,41
2015-11-30,5,24,39
2015-11-30,9,35,64
2015-11-30,9,18,65
2015-11-30,5,8,50
2015-12-01,6,1,10
2015-12-01,1,3,15
2015-12-01,6,40,11
2015-12-01,4,41,11
2015-12-01,7,32,27
2015-12-01,2,31,61
2015-12-01,1,23,28
2015-12-02,6,47,14
2015-12-02,1,41,24
2015-12-02,8,5,14
2015-12-02,7,33,40
2015-12-02,2,3,33
2015-12-03,5,7,29
2015-12-03,3,14,50
2015-12-03,1,18,42
2015-12-04,6,5,9
2015-12-04,6,31,29
2015-12-04,10,25,61
2015-12-04,9,21,34
2015-12-04,8,1,17
2015-12-04,10,42,38
2015-12-05,5,36,39
2015-12-05,5,35,44
2015-12-05,10,22,79
2015-12-05,10,1,17
2015-12-05,7,39,30
2015-12-06,2,13,91
2015-12-06,4,21,36
2015-12-06,9,27,18
2015-12-06,4,46,49
2015-12-06,4,27,23
2015-12-06,1,31,47
2015-12-07,8,19,25
2015-12-07,4,35,42
2015-12-07,3,11,41
2015-12-08,1,13,48
2015-12-08,1,32,20
2015-12-08,5,7,29
2015-12-09,8,24,66
2015-12-09,6,22,40
2015-12-09,10,11,62
2015-12-09,9,3,27
2015-12-10,2,24,44
2015-12-10,9,16,25
2015-12-10,9,10,58
2015-12-11,9,27,12
2015-12-11,6,28,55
2015-12-11,1,35,56
2015-12-11,4,43,50
2015-12-11,7,36,45
2015-12-12,2,3,38
2015-12-12,6,22,48
2015-12-12,3,33,57
2015-12-12,1,15,54
2015-12-12,6,7,32
2015-12-12,10,31,38
2015-12-12,4,29,59
2015-12-13,2,15,101
2015-12-13,9,39,38
2015-12-13,3,18,87
2015-12-13,2,25,94
2015-12-13,8,29,90
2015-12-13,8,34,29
2015-12-14,3,22,65
2015-12-14,2,29,65
2015-12-14,10,5,12
2015-12-14,2,2,65
2015-12-15,5,31,28
2015-12-15,10,4,29
2015-12-15,3,30,36
2015-12-16,5,16,11
2015-12-16,9,45,60
2015-12-16,7,29,33
2015-12-17,1,27,19
2015-12-17,3,2,55
2015-12-18,9,17,25
2015-12-18,9,14,50
2015-12-18,5,29,49
2015-12-18,10,20,46
2015-12-19,8,32,48
2015-12-19,8,31,69
2015-12-19,4,2,51
2015-12-19,3,50,62
2015-12-19,8,30,32
2015-12-19,6,34,12
2015-12-19,9,24,50
2015-12-19,8,49,30
2015-12-19,1,41,17
2015-12-19,9,6,57
2015-12-20,10,35,64
2015-12-20,10,23,27
2015-12-21,8,3,20
2015-12-22,9,47,25
2015-12-22,1,43,25
2015-12-22,3,25,62
2015-12-22,1,14,37
2015-12-23,4,28,62
2015-12-23,6,15,32
2015-12-23,8,42,30
2015-12-23,1,7,26
2015-12-23,7,47,8
2015-12-23,2,21,39
2015-12-23,9,19,25
2015-12-24,8,4,27
2015-12-24,1,24,55
2015-12-24,9,10,59
2015-12-24,10,9,38
2015-12-24,3,26,47
2015-12-25,1,16,16
2015-12-25,4,22,67
2015-12-25,9,18,65
2015-12-25,6,44,16
2015-12-26,1,21,19
2015-12-26,6,41,21
2015-12-26,1,14,49
2015-12-26,4,49,34
2015-12-26,6,28,60
2015-12-27,10,30,31
2015-12-27,4,19,48
2015-12-27,10,9,59
2015-12-27,5,36,56
2015-12-27,8,41,25
2015-12-27,9,4,18
2015-12-27,7,14,37
2015-12-28,7,35,30
2015-12-28,9,24,42
2015-12-28,10,49,21
2015-12-29,3,33,53
2015-12-29,2,23,26
2015-12-29,10,1,20
2015-12-29,4,33,55
2015-12-29,2,3,40
2015-12-29,7,50,29
2015-12-30,1,2,34
2015-12-30,6,35,33
2015-12-30,3,46,52
2015-12-30,2,21,29
2015-12-30,8,7,49
2015-12-30,8,23,30
2015-12-30,8,20,52
2015-12-30,5,38,45
2015-12-31,7,43,25
2015-12-31,3,9,60
2015-12-31,5,27,14
2015-12-31,10,12,61
2016-01-01,5,42,26
2016-01-01,7,12,40
2016-01-01,1,38,53
2016-01-01,4,24,53
2016-01-01,10,19,34
2016-01-02,4,7,54
2016-01-02,7,5,6
2016-01-02,4,12,63
2016-01-02,9,24,56
2016-01-02,4,47,16
2016-01-02,3,1,22
2016-01-03,6,1,17
2016-01-03,5,2,30
2016-01-03,2,2,61
2016-01-03,9,28,78
2016-01-04,6,31,24
2016-01-04,6,39,23
2016-01-04,4,41,13
2016-01-04,9,1,14
2016-01-04,4,5,15
2016-01-05,3,42,32
2016-01-05,10,44,22
2016-01-05,8,42,30
2016-01-05,8,45,66
2016-01-05,4,19,27
2016-01-05,5,24,37
2016-01-05,6,13,44
2016-01-05,8,19,33
2016-01-06,2,41,21
2016-01-06,8,11,62
2016-01-06,9,19,29
2016-01-06,2,16,14
2016-01-06,7,32,17
2016-01-06,9,10,58
2016-01-06,1,16,17
2016-01-07,5,10,50
2016-01-07,4,50,70
2016-01-07,6,37,10
2016-01-07,5,37,23
2016-01-07,1,21,31
2016-01-07,2,42,24
2016-01-07,5,5,10
2016-01-07,6,9,27
2016-01-07,3,33,61
2016-01-08,2,24,63
2016-01-08,9,50,50
2016-01-08,9,44,28
2016-01-08,8,5,24
2016-01-08,2,5,16
2016-01-09,7,13,44
2016-01-09,5,17,31
2016-01-09,2,12,102
2016-01-09,7,7,31
2016-01-09,5,16,13
2016-01-09,4,17,27
2016-01-09,10,13,76
2016-01-10,8,15,105
2016-01-10,1,12,51
2016-01-10,3,32,46
2016-01-11,1,35,34
2016-01-11,10,29,42
2016-01-11,4,41,21
2016-01-11,1,13,49
2016-01-11,9,48,32
2016-01-11,9,7,31
2016-01-11,2,45,52
2016-01-12,10,44,18
2016-01-12,5,4,5
2016-01-12,4,48,40
2016-01-12,9,37,26
2016-01-12,5,10,30
2016-01-12,2,11,48
2016-01-12,8,12,60
2016-01-12,10,30,28
2016-01-13,7,33,31
2016-01-13,4,10,52
2016-01-13,5,36,41
2016-01-13,6,13,52
2016-01-13,4,14,40
2016-01-13,9,38,67
2016-01-13,7,14,31
2016-01-13,2,16,21
2016-01-13,4,48,28
2016-01-13,8,31,48
2016-01-13,3,7,50
2016-01-14,2,6,50
2016-01-14,2,8,68
2016-01-14,6,8,36
2016-01-14,9,14,42
2016-01-15,2,24,82
2016-01-15,8,47,19
2016-01-15,4,50,58
2016-01-15,4,34,26
2016-01-16,10,25,79
2016-01-16,5,42,22
2016-01-16,8,11,50
2016-01-16,5,12,40
2016-01-17,1,23,23
2016-01-17,8,49,34
2016-01-17,4,31,53
2016-01-17,8,30,35
2016-01-17,2,6,52
2016-01-18,7,50,29
2016-01-18,8,5,12
2016-01-18,6,19,22
2016-01-18,10,16,19
2016-01-18,8,1,20
2016-01-18,5,48,25
2016-01-18,2,18,70
2016-01-19,3,8,47
2016-01-19,5,50,46
2016-01-19,8,28,69
2016-01-19,5,39,26
2016-01-19,1,37,18
